ID,Task,Extraversion,Extravert,AllConn_CEN,AllConn_DMN,AllConn_SN,Intra_CEN,Intra_DMN,Intra_SN,Extra_CEN,Extra_DMN,Extra_SN,CEN_SN,SN_DMN,DMN_CEN,Intra_CEN_z,Intra_DMN_z,Intra_SN_z,Extra_CEN_z,Extra_DMN_z,Extra_SN_z,CEN_SN_z,SN_DMN_z,DMN_CEN_z
sub-2026,BreathNVLA,19,0,21,29,24,15,42,83,21,29,24,30,28,33,1.4244,1.2082,1.1886,1.2384,1.1173,0.9496,1.0552,1.0269,1.2662
sub-2026,BreathNVLA,19,0,24,30,55,26,25,96,24,30,55,55,11,24,1.133,1.2938,1.2292,1.2458,1.1128,1.0985,1.0997,1.0301,1.2073
sub-2026,Meditation,19,0,49,18,57,51,33,49,49,18,57,60,4,32,1.6932,1.7686,1.5194,1.6012,1.5593,1.5388,1.5884,1.6189,1.7119
sub-2026,Meditation,19,0,24,13,32,32,41,52,24,13,32,53,12,44,1.6552,1.8578,1.5684,1.4668,1.5528,1.4316,1.4842,1.4227,1.6955
sub-2026,Meditation,19,0,57,26,78,57,26,80,57,26,78,82,7,31,1.3291,1.4515,1.2632,1.3365,1.2092,1.2336,1.2843,1.1818,1.3602
sub-2026,Meditation,19,0,53,27,70,57,32,93,53,27,70,102,8,46,1.5159,1.5139,1.3863,1.399,1.321,1.3264,1.411,1.4298,1.5084
sub-2026,Meditation,19,0,34,17,44,55,37,92,34,17,44,96,9,49,1.4301,1.4713,1.3428,1.3723,1.2693,1.2818,1.3781,1.2914,1.4246
sub-2026,Meditation,19,0,33,23,62,53,36,79,33,23,62,98,16,44,1.7124,1.7468,1.5405,1.593,1.4984,1.5672,1.6273,1.5441,1.7051
sub-2026,Meditation,19,0,46,25,79,48,31,62,46,25,79,79,8,37,1.3997,1.4077,1.2573,1.3669,1.2974,1.2675,1.3012,1.2294,1.4023
sub-2026,Meditation,19,0,25,12,39,33,38,30,25,12,39,38,9,36,1.8293,2.0477,1.8001,1.76,1.7659,1.7006,1.743,1.6942,1.8887
sub-2026,Meditation,19,0,44,31,57,49,36,56,44,31,57,81,12,45,1.6642,1.6393,1.4455,1.5097,1.5005,1.4383,1.5174,1.3661,1.6418
sub-2026,Meditation,19,0,33,20,63,45,34,97,33,20,63,89,13,46,1.2324,1.3173,1.2065,1.1653,1.0623,1.1599,1.1795,1.0724,1.2232
sub-2026,Meditation,19,0,44,24,79,54,32,101,44,24,79,112,8,43,1.3988,1.4125,1.3137,1.3357,1.2207,1.2679,1.299,1.3128,1.4067
sub-2026,Meditation,19,0,33,13,47,58,34,133,33,13,47,128,13,46,1.4081,1.3835,1.363,1.2814,1.2146,1.2789,1.381,1.2113,1.4371
sub-2026,Meditation,19,0,35,21,48,52,26,106,35,21,48,80,5,39,1.4078,1.445,1.3356,1.2255,1.1915,1.237,1.4032,1.4291,1.3704
sub-2026,Meditation,19,0,32,21,76,42,33,101,32,21,76,90,10,44,1.2086,1.2949,1.1836,1.1596,1.0587,1.1341,1.1533,1.1274,1.2008
sub-2026,Meditation,19,0,41,28,40,51,32,83,41,28,40,70,4,45,1.2727,1.3465,1.2157,1.0941,1.0972,1.1271,1.2209,1.2877,1.2631
sub-2026,Meditation,19,0,23,14,29,55,37,102,23,14,29,97,9,46,1.3105,1.3734,1.243,1.208,1.1427,1.1509,1.247,1.1714,1.2559
sub-2026,Meditation,19,0,38,23,70,58,30,103,38,23,70,90,9,41,1.3368,1.3452,1.275,1.2265,1.1781,1.1824,1.3311,1.2244,1.3958
sub-2026,Meditation,19,0,20,19,83,30,35,91,20,19,83,69,11,39,1.2965,1.2367,1.2963,1.1395,1.1453,1.237,1.3066,1.084,1.2284
sub-2026,Meditation,19,0,29,22,36,49,36,85,29,22,36,81,12,44,1.4451,1.4978,1.36,1.2782,1.3159,1.2765,1.4087,1.2675,1.513
sub-2026,Meditation,19,0,45,22,52,50,38,48,45,22,52,71,8,42,1.6086,1.6915,1.4876,1.5789,1.5021,1.4525,1.495,1.4123,1.6059
sub-2026,Meditation,19,0,21,13,22,45,38,106,21,13,22,95,9,46,1.4819,1.4571,1.3354,1.2991,1.307,1.2246,1.3757,1.2052,1.3641
sub-2026,Meditation,19,0,32,13,30,45,35,99,32,13,30,72,3,36,1.1701,1.2647,1.1105,1.1395,0.97079,1.0259,1.1368,1.1501,1.0522
sub-2026,Meditation,19,0,30,15,19,39,41,58,30,15,19,47,5,33,1.2489,1.4704,1.1756,1.2271,1.1205,1.1765,1.1743,1.0143,1.2721
sub-2026,Meditation,19,0,38,18,35,45,39,40,38,18,35,40,6,35,1.3871,1.6278,1.3018,1.4028,1.2413,1.2569,1.3057,1.3172,1.4583
sub-2028,BreathNVHA,22,0,8,4,75,36,31,192,8,4,75,108,7,28,1.5868,1.5469,1.6437,1.4352,1.4221,1.5282,1.6293,1.3718,1.483
sub-2028,BreathNVHA,22,0,12,1,107,26,34,190,12,1,107,84,3,31,2.0467,1.953,2.1745,1.8968,1.8916,1.9724,2.0797,1.725,2.0083
sub-2028,BreathNVHA,22,0,9,4,67,43,38,211,9,4,67,128,6,33,1.8023,1.7879,1.873,1.5544,1.6184,1.7475,1.8514,1.516,1.7361
sub-2028,BreathNVHA,22,0,3,3,69,45,45,209,3,3,69,122,8,39,1.7759,1.7716,1.8629,1.7433,1.6815,1.6721,1.8398,1.5319,1.7459
sub-2028,BreathNVHA,22,0,5,2,89,51,48,204,5,2,89,117,6,46,2.0956,2.124,2.2572,1.9482,2.0003,2.0263,2.1996,1.9451,2.1672
sub-2028,BreathNVHA,22,0,5,2,63,46,48,205,5,2,63,135,10,39,1.989,1.9539,2.0793,1.7221,1.958,1.9052,2.0435,1.7333,1.9756
sub-2028,BreathNVHA,22,0,14,14,83,45,29,208,14,14,83,137,13,35,2.1775,2.2047,2.2353,1.925,1.9792,2.0613,2.1665,1.9384,2.0939
sub-2028,BreathNVHA,22,0,7,1,87,22,30,190,7,1,87,94,4,25,1.8723,1.6687,1.9199,1.5552,1.4529,1.68,1.8313,1.5346,1.7422
sub-2028,BreathNVHA,22,0,8,1,104,36,43,177,8,1,104,90,3,42,2.2852,2.3033,2.4979,2.1186,2.2511,2.2903,2.3713,2.1259,2.3945
sub-2028,BreathNVHA,22,0,13,6,72,39,26,212,13,6,72,140,17,31,2.1632,2.1555,2.2571,1.9732,1.9352,2.0418,2.1905,1.961,1.9955
sub-2028,BreathNVHA,22,0,11,13,72,52,36,204,11,13,72,148,16,33,2.2151,2.2696,2.3094,2.0173,2.0096,2.1045,2.2671,2.0084,2.2024
sub-2028,BreathNVHA,22,0,20,17,86,35,24,150,20,17,86,125,22,20,2.4291,2.4849,2.4636,2.2908,2.374,2.3278,2.4266,2.4171,2.3363
sub-2028,BreathNVHA,22,0,5,7,65,54,44,203,5,7,65,135,12,44,1.9122,1.9403,2.0024,1.6746,1.6715,1.7892,1.964,1.7332,1.8922
sub-2028,BreathNVHA,22,0,3,1,60,24,38,212,3,1,60,111,3,24,1.5818,1.5172,1.6138,1.5714,,1.4802,1.5568,1.282,1.4629
sub-2028,BreathNVHA,22,0,6,1,72,49,51,185,6,1,72,114,7,52,2.0575,2.148,2.2098,1.7584,1.9486,1.9849,2.15,1.8515,2.1284
sub-2028,BreathNVHA,22,0,20,12,90,48,29,205,20,12,90,137,13,29,2.0969,2.1007,2.1515,1.8824,1.9614,1.996,2.1183,1.8676,2.0409
sub-2028,BreathNVHA,22,0,3,3,49,28,38,163,3,3,49,101,7,24,1.6251,1.7586,1.7171,1.5808,1.3652,1.5288,1.6581,1.5061,1.6466
sub-2028,BreathNVHA,22,0,3,3,52,30,40,216,3,3,52,122,9,29,1.3867,1.4073,1.5372,1.3289,1.062,1.3212,1.443,1.2732,1.3295
sub-2028,BreathNVHA,22,0,19,15,88,37,31,165,19,15,88,136,13,21,2.1269,2.2221,2.2229,1.9913,2.0641,2.0344,2.1631,2.0367,2.1437
sub-2028,BreathNVHA,22,0,2,0,60,33,40,191,2,0,60,106,3,33,1.638,1.659,1.7668,1.6419,,1.569,1.7008,1.5446,1.6403
sub-2028,BreathNVHA,22,0,19,1,54,36,33,228,19,1,54,128,12,28,2.5539,2.5368,2.6246,2.2727,2.219,2.4064,2.5543,2.3746,2.4348
sub-2028,BreathNVHA,22,0,26,13,61,48,36,230,26,13,61,131,19,42,2.9844,3.0552,3.0793,2.7533,2.7326,2.8378,3.0064,2.7845,2.9513
sub-2028,BreathNVHA,22,0,9,3,77,28,34,206,9,3,77,107,4,26,1.6723,1.7037,1.7243,1.4233,1.48,1.5811,1.6723,1.5228,1.5674
sub-2028,BreathNVLA,22,0,7,12,52,63,48,128,7,12,52,116,52,26,2.0248,2.0011,1.8718,1.8185,1.7866,1.8688,1.8793,1.9915,1.8544
sub-2028,BreathNVLA,22,0,5,9,36,46,51,99,5,9,36,92,48,32,2.3571,2.3219,2.248,2.1788,2.1395,2.2456,2.259,2.3069,2.2037
sub-2028,BreathNVLA,22,0,6,8,42,45,49,100,6,8,42,98,40,40,2.6705,2.618,2.5112,2.5272,2.5499,2.4595,2.5422,2.6311,2.4517
sub-2028,BreathNVLA,22,0,4,17,48,50,47,80,4,17,48,71,35,22,1.5396,1.6684,1.5972,1.4344,1.4026,1.4722,1.565,1.5755,1.3709
sub-2028,BreathNVLA,22,0,3,12,46,48,46,82,3,12,46,85,44,25,2.0121,1.9417,1.866,2.1959,1.7924,1.7845,1.8503,1.9643,1.7814
sub-2028,BreathNVLA,22,0,10,9,54,48,45,86,10,9,54,90,34,28,2.4125,2.4372,2.3621,2.1265,2.2924,2.2047,2.4033,2.4619,2.2519
sub-2028,BreathNVLA,22,0,5,9,44,48,43,80,5,9,44,93,31,25,2.0646,2.0744,2.0152,1.8477,1.8792,1.9025,2.0225,2.1411,1.9229
sub-2028,BreathNVLA,22,0,3,8,35,50,50,85,3,8,35,88,36,29,1.8348,1.7971,1.7537,1.6967,1.6046,1.6591,1.7969,1.816,1.6174
sub-2028,BreathNVLA,22,0,6,7,47,51,49,100,6,7,47,94,36,37,2.2536,2.2598,2.2005,2.0884,2.1742,2.1136,2.2697,2.313,2.1064
sub-2028,BreathNVLA,22,0,4,10,51,49,48,94,4,10,51,92,44,29,2.3814,2.3201,2.2703,2.2687,2.1813,2.1822,2.2894,2.3503,2.2508
sub-2028,BreathNVLA,22,0,8,7,44,49,50,90,8,7,44,93,37,37,2.3875,2.3979,2.364,2.2066,2.2618,2.2967,2.3887,2.4397,2.2417
sub-2028,BreathNVLA,22,0,3,11,42,49,48,73,3,11,42,86,33,22,1.9319,1.9293,1.8872,1.8522,1.7631,1.7443,1.8862,1.9885,1.7775
sub-2028,BreathNVLA,22,0,12,13,50,44,44,97,12,13,50,91,49,27,2.5636,2.5114,2.4012,2.217,2.3552,2.3376,2.3682,2.4748,2.3623
sub-2028,BreathNVLA,22,0,1,12,41,48,50,84,1,12,41,77,43,26,1.7801,1.7377,1.6673,2.0834,1.552,1.5877,1.6969,1.7575,1.6023
sub-2028,BreathNVLA,22,0,3,22,47,48,49,84,3,22,47,73,46,28,1.841,1.8773,1.7431,1.7719,1.6797,1.6985,1.7321,1.8389,1.6377
sub-2028,BreathNVLA,22,0,3,9,47,54,51,105,3,9,47,97,41,39,1.8981,1.8699,1.8184,1.9116,1.6711,1.7478,1.8668,1.8955,1.7035
sub-2028,BreathNVLA,22,0,8,11,45,47,49,119,8,11,45,105,49,37,2.6637,2.6249,2.5001,2.3609,2.448,2.4918,2.5332,2.5981,2.548
sub-2028,BreathNVLA,22,0,5,11,51,55,49,99,5,11,51,92,40,29,1.9708,1.9852,1.8982,1.7505,1.7784,1.8517,1.9258,1.9643,1.7636
sub-2028,BreathNVLA,22,0,9,24,51,44,39,67,9,24,51,81,26,17,1.94,2.0257,2.0054,1.7917,1.6915,1.7874,2.0006,2.0465,2.0191
sub-2028,BreathNVLA,22,0,10,17,55,50,44,83,10,17,55,93,30,26,1.9284,1.9098,1.909,1.7553,1.6865,1.8079,1.9235,2.0199,1.7349
sub-2028,BreathNVLA,22,0,9,15,50,48,38,93,9,15,50,81,48,26,2.5113,2.4817,2.3831,2.2378,2.3029,2.3094,2.3817,2.4087,2.4768
sub-2028,BreathNVLA,22,0,5,9,50,54,49,96,5,9,50,95,38,37,1.8169,1.8041,1.7674,1.6626,1.6036,1.7011,1.7888,1.8439,1.5991
sub-2028,BreathNVLA,22,0,2,18,38,48,47,80,2,18,38,69,40,19,1.5095,1.6247,1.4604,1.6948,1.37,1.4228,1.4626,1.5407,1.3286
sub-2028,BreathNVLA,22,0,3,13,37,49,46,79,3,13,37,71,41,28,1.8946,1.904,1.7601,2.1734,1.6584,1.7043,1.8464,1.8467,1.665
sub-2028,Meditation,22,0,8,5,21,13,25,71,8,5,21,46,26,13,1.5454,1.7243,1.6201,1.4323,1.4424,1.4913,1.537,1.3633,1.5441
sub-2028,Meditation,22,0,6,6,46,12,18,88,6,6,46,39,24,14,1.7281,1.9226,1.9605,1.7317,1.7432,1.7766,1.7477,1.6792,1.7036
sub-2028,Meditation,22,0,21,6,48,22,24,103,21,6,48,91,27,14,2.278,2.2396,2.1673,2.001,2.4765,2.0253,2.207,2.0626,2.1215
sub-2028,Meditation,22,0,14,8,31,25,30,103,14,8,31,83,29,23,1.9778,2.0616,1.9359,1.7996,2.0084,1.8845,1.9568,1.7488,1.9092
sub-2028,Meditation,22,0,20,6,40,25,31,109,20,6,40,93,28,16,1.9045,1.8192,1.7741,1.6873,1.8229,1.6845,1.8262,1.6336,1.8238
sub-2028,Meditation,22,0,7,5,41,28,35,120,7,5,41,104,43,18,2.122,2.1704,2.0978,1.8228,2.827,1.973,2.104,2.0961,2.077
sub-2028,Meditation,22,0,14,8,32,23,26,87,14,8,32,71,21,23,1.8532,1.9375,1.8017,1.6606,1.7435,1.6927,1.7872,1.5715,1.7851
sub-2028,Meditation,22,0,8,7,19,12,22,50,8,7,19,36,16,20,1.8269,2.072,1.7871,1.6162,1.8424,1.7324,1.8025,1.6113,1.7668
sub-2028,Meditation,22,0,9,7,28,17,30,74,9,7,28,60,24,23,1.9301,2.0182,1.8917,1.7162,1.8993,1.7676,1.8835,1.6973,1.8189
sub-2028,Meditation,22,0,15,6,41,36,35,138,15,6,41,104,41,32,2.1352,2.1431,2.0929,1.8913,2.0523,1.9391,2.1642,1.9014,1.9966
sub-2028,Meditation,22,0,8,6,25,16,31,78,8,6,25,60,29,23,1.9311,1.9689,1.8735,1.6141,1.959,1.7682,1.8904,1.7484,1.7505
sub-2028,Meditation,22,0,18,7,38,30,27,107,18,7,38,87,22,24,1.6891,1.7003,1.6573,1.4425,1.5411,1.5198,1.6458,1.4748,1.6353
sub-2028,Meditation,22,0,8,6,32,29,28,113,8,6,32,72,21,31,1.6006,1.7433,1.6774,1.5561,1.5028,1.5954,1.6341,1.4014,1.571
sub-2028,Meditation,22,0,18,4,44,34,28,115,18,4,44,96,26,22,1.6781,1.6915,1.667,1.5477,1.8681,1.514,1.6734,1.467,1.6326
sub-2028,Meditation,22,0,8,6,37,29,28,114,8,6,37,80,24,30,1.6975,1.7684,1.7406,1.5757,1.5611,1.6295,1.6925,1.4572,1.6337
sub-2028,Meditation,22,0,8,4,36,35,34,138,8,4,36,94,28,35,1.7892,1.8215,1.8094,1.6119,1.7586,1.6913,1.8097,1.6138,1.7061
sub-2028,Meditation,22,0,20,8,55,37,34,129,20,8,55,114,44,31,2.2984,2.2402,2.299,2.0849,2.2644,2.0428,2.3544,2.1574,2.1166
sub-2028,Meditation,22,0,18,7,40,24,31,95,18,7,40,82,31,24,1.9812,1.9509,1.9076,1.6648,1.8547,1.7459,1.9147,1.7163,1.824
sub-2028,Meditation,22,0,10,6,33,25,34,112,10,6,33,88,34,25,1.9428,1.9725,1.8678,1.6751,1.9102,1.7624,1.9005,1.7011,1.8368
sub-2028,Meditation,22,0,14,7,31,26,31,106,14,7,31,83,31,26,1.9297,1.9791,1.8656,1.6462,1.879,1.7643,1.9056,1.6863,1.835
sub-2028,Meditation,22,0,10,6,38,24,30,116,10,6,38,96,37,22,2.0923,2.1526,2.0913,1.7782,2.5636,1.9789,2.1326,2.0592,1.8988
sub-2028,Meditation,22,0,17,6,44,41,35,130,17,6,44,107,38,37,1.8263,1.7612,1.8526,1.5549,1.6243,1.6466,1.8528,1.6789,1.6765
sub-2029,BreathNVHA,35,1,13,17,39,22,44,125,13,17,39,32,9,20,1.5517,1.5668,1.5484,1.3084,1.6041,1.3161,1.3081,1.2114,1.3311
sub-2029,BreathNVHA,35,1,20,13,65,27,33,153,20,13,65,66,27,10,1.4103,1.4694,1.5574,1.1921,1.5403,1.2928,1.2647,1.1349,1.2263
sub-2029,BreathNVHA,35,1,25,9,55,51,34,137,25,9,55,56,0,9,1.4293,1.3638,1.4563,1.2652,1.5049,1.3,1.2506,,1.2262
sub-2029,BreathNVHA,35,1,20,18,31,42,45,134,20,18,31,29,2,12,1.5285,1.5542,1.4677,1.3371,1.4641,1.3872,1.4014,1.196,1.4234
sub-2029,BreathNVHA,35,1,13,14,48,31,33,144,13,14,48,39,4,9,1.2596,1.2718,1.3797,0.93404,1.2338,1.1718,1.105,0.92123,1.0868
sub-2029,BreathNVHA,35,1,8,17,26,18,39,144,8,17,26,21,6,17,2.0587,2.1347,2.1179,1.6171,2.1161,1.8674,1.5369,1.484,1.9122
sub-2029,BreathNVHA,35,1,25,16,31,36,40,144,25,16,31,37,3,10,1.7271,1.7007,1.717,1.4782,1.5876,1.5728,1.4815,1.2025,1.5663
sub-2029,BreathNVHA,35,1,6,13,78,21,24,163,6,13,78,41,3,3,1.525,1.6434,1.9479,1.5199,1.5373,1.6277,1.5071,1.4362,1.5403
sub-2029,BreathNVHA,35,1,8,10,65,25,24,159,8,10,65,31,3,9,1.637,1.7227,1.9879,1.4674,1.7812,1.5355,1.4618,1.2162,1.5255
sub-2029,BreathNVHA,35,1,19,8,63,30,27,157,19,8,63,29,0,12,1.781,1.9064,2.0048,1.6102,1.8913,1.7356,1.5441,,1.7112
sub-2029,BreathNVHA,35,1,3,14,72,16,30,144,3,14,72,43,4,3,1.6519,1.9466,2.105,1.5456,1.8234,1.8359,1.5786,1.4485,1.6351
sub-2029,BreathNVHA,35,1,15,6,59,33,20,155,15,6,59,36,1,17,1.516,1.4934,1.7407,1.3558,1.469,1.4183,1.3365,1.1269,1.3434
sub-2029,BreathNVHA,35,1,28,11,44,48,41,112,28,11,44,45,0,13,1.6044,1.503,1.5289,1.4517,1.5971,1.487,1.4191,,1.3847
sub-2029,BreathNVHA,35,1,19,17,33,46,49,84,19,17,33,24,1,16,1.4669,1.5578,1.4606,1.3755,1.6018,1.426,1.379,1.1639,1.3864
sub-2029,BreathNVHA,35,1,15,14,43,31,36,154,15,14,43,37,1,7,1.3485,1.3694,1.47,1.0182,1.3941,1.2932,1.1522,1.117,1.2409
sub-2029,BreathNVHA,35,1,4,22,24,17,50,143,4,22,24,7,3,15,1.5298,1.8981,1.8272,1.418,1.816,1.7081,1.3537,1.3184,1.5645
sub-2029,BreathNVHA,35,1,16,23,24,29,43,162,16,23,24,19,4,14,1.4879,1.6238,1.6792,1.2953,1.5464,1.4388,1.4125,1.0775,1.4927
sub-2029,BreathNVHA,35,1,11,16,42,31,32,158,11,16,42,34,3,16,1.3921,1.2306,1.4695,1.1418,1.2893,1.1993,1.2169,0.94152,1.1551
sub-2029,BreathNVHA,35,1,8,11,41,33,33,172,8,11,41,26,4,8,1.5462,1.5289,1.6939,1.1244,1.6373,1.429,1.3459,1.0488,1.5089
sub-2029,BreathNVLA,35,1,16,17,23,18,41,111,16,17,23,35,10,25,1.1037,1.4922,1.3015,1.1495,1.2969,1.0903,1.1496,1.2055,1.109
sub-2029,BreathNVLA,35,1,22,23,26,23,39,87,22,23,26,24,7,30,1.5467,1.7678,1.5784,1.4228,1.6404,1.4585,1.6831,1.5261,1.55
sub-2029,BreathNVLA,35,1,24,20,19,31,42,82,24,20,19,45,14,28,1.6388,1.786,1.6214,1.58,1.656,1.5722,1.6139,1.6312,1.5484
sub-2029,BreathNVLA,35,1,21,18,17,26,40,118,21,18,17,45,9,26,1.5265,1.7306,1.6443,1.5212,1.5963,1.502,1.568,1.5445,1.5143
sub-2029,BreathNVLA,35,1,22,15,50,34,41,112,22,15,50,42,10,43,1.5891,1.6945,1.5971,1.4721,1.606,1.4446,1.5439,1.5523,1.5891
sub-2029,BreathNVLA,35,1,11,21,2,14,48,58,11,21,2,15,10,28,1.3561,1.6662,1.4076,1.3569,1.5387,1.0772,1.2593,1.4736,1.3472
sub-2029,BreathNVLA,35,1,14,15,31,27,39,155,14,15,31,37,7,33,1.2909,1.4892,1.4798,1.1674,1.5097,1.1319,1.3585,1.2139,1.2114
sub-2029,BreathNVLA,35,1,12,17,29,16,39,144,12,17,29,59,5,25,1.1777,1.5533,1.495,1.2209,1.4342,1.1173,1.3191,1.3733,1.2093
sub-2029,BreathNVLA,35,1,17,17,32,22,39,130,17,17,32,33,9,37,1.4797,1.6435,1.4945,1.2439,1.4881,1.2531,1.3432,1.2513,1.3062
sub-2029,BreathNVLA,35,1,23,16,27,18,39,74,23,16,27,33,9,13,1.1791,1.3072,1.1675,1.1131,1.242,1.0258,1.1818,1.1495,1.1398
sub-2029,BreathNVLA,35,1,32,17,17,31,31,105,32,17,17,46,7,21,1.1419,1.1603,1.1826,1.0324,1.0846,1.0144,1.1312,0.93302,1.0796
sub-2029,BreathNVLA,35,1,25,13,19,22,43,98,25,13,19,34,6,33,1.3553,1.4714,1.3535,1.164,1.3958,1.1795,1.34,1.3145,1.2365
sub-2029,BreathNVLA,35,1,28,35,13,27,42,57,28,35,13,29,10,28,1.5168,1.6424,1.4618,1.4357,1.5022,1.4343,1.5004,1.4146,1.5039
sub-2029,BreathNVLA,35,1,31,17,43,38,36,130,31,17,43,49,13,42,1.399,1.4783,1.4638,1.3626,1.3821,1.3422,1.3967,1.3454,1.3486
sub-2029,BreathNVLA,35,1,33,15,25,35,41,82,33,15,25,37,7,27,1.1385,1.2208,1.0704,0.98548,1.2363,0.98792,1.1186,1.1936,1.0558
sub-2029,BreathNVLA,35,1,32,30,26,29,32,53,32,30,26,38,6,31,1.5254,1.7118,1.4369,1.3765,1.3764,1.48,1.4455,1.3953,1.5386
sub-2029,BreathNVLA,35,1,25,20,20,30,44,67,25,20,20,42,11,27,1.2359,1.4237,1.1139,1.08,1.342,1.0382,1.1519,1.2012,1.1534
sub-2029,BreathNVLA,35,1,18,14,32,27,42,111,18,14,32,43,9,24,1.281,1.4602,1.4418,1.2158,1.3631,1.1972,1.3403,1.3738,1.2115
sub-2029,BreathNVLA,35,1,24,13,37,26,43,110,24,13,37,40,9,23,1.1071,1.1173,1.1259,0.99174,1.0704,0.90888,1.0811,1.1143,0.96461
sub-2029,BreathNVLA,35,1,29,12,71,40,32,148,29,12,71,70,13,18,1.2713,1.351,1.3363,1.2624,1.12,1.2397,1.2569,1.3271,1.1758
sub-2029,BreathNVLA,35,1,30,23,29,31,50,65,30,23,29,35,13,36,1.4912,1.5499,1.4144,1.3731,1.4898,1.3476,1.4775,1.4396,1.4058
sub-2029,BreathNVLA,35,1,26,20,21,28,33,60,26,20,21,32,7,24,1.2371,1.3271,1.2121,1.1096,1.1773,1.1103,1.2527,1.1782,1.1957
sub-2029,BreathNVLA,35,1,10,16,13,26,46,89,10,16,13,33,11,42,1.4363,1.6489,1.3996,1.1848,1.6039,1.3254,1.3968,1.5058,1.3456
sub-2029,BreathNVLA,35,1,28,25,25,32,36,105,28,25,25,35,10,43,1.5371,1.6548,1.5405,1.4649,1.5498,1.4955,1.5015,1.4641,1.5269
sub-2029,Meditation,35,1,17,33,44,23,42,134,17,33,44,66,3,24,1.4163,1.4054,1.4153,1.427,1.3013,1.2578,1.369,1.2155,1.2703
sub-2029,Meditation,35,1,19,24,31,23,43,71,19,24,31,35,1,31,1.4447,1.4288,1.4516,1.4287,1.3845,1.2775,1.3081,1.2614,1.3931
sub-2029,Meditation,35,1,24,39,31,14,52,53,24,39,31,24,10,33,1.8422,1.9619,1.6977,1.8362,1.9416,1.5758,1.6797,1.489,1.8208
sub-2029,Meditation,35,1,20,32,27,18,50,80,20,32,27,52,1,33,1.4715,1.5012,1.3955,1.3903,1.4123,1.3026,1.3691,1.5382,1.3786
sub-2029,Meditation,35,1,20,30,31,16,49,51,20,30,31,23,2,26,1.7571,1.9245,1.7499,1.8579,1.9016,1.661,1.6837,1.5639,1.8248
sub-2029,Meditation,35,1,20,38,36,13,52,56,20,38,36,26,11,27,1.9641,2.0995,1.8657,2.1213,2.0951,1.7674,1.8192,1.744,2.0022
sub-2029,Meditation,35,1,16,23,23,19,48,86,16,23,23,53,10,22,1.7847,1.8404,1.7699,1.6921,1.7646,1.7152,1.7836,1.6487,1.7014
sub-2029,Meditation,35,1,19,21,30,21,42,63,19,21,30,43,14,23,2.2594,2.4208,2.2392,2.1984,2.2044,2.2159,2.3327,2.3956,2.2521
sub-2029,Meditation,35,1,19,31,23,22,51,84,19,31,23,47,1,35,1.4166,1.4994,1.4025,1.3982,1.4016,1.324,1.3822,1.4685,1.3694
sub-2029,Meditation,35,1,19,33,28,17,55,59,19,33,28,34,5,38,1.9172,2.0215,1.8498,1.8416,1.9295,1.6862,1.8773,1.7064,1.8572
sub-2029,Meditation,35,1,24,34,57,15,38,69,24,34,57,29,10,21,2.0313,2.0288,1.9563,2.0511,2.19,1.9147,1.9663,1.7735,1.9573
sub-2029,Meditation,35,1,16,19,26,21,39,102,16,19,26,60,8,25,1.5833,1.6019,1.5747,1.5475,1.5361,1.4953,1.5735,1.4978,1.4686
sub-2029,Meditation,35,1,21,35,41,18,51,93,21,35,41,36,4,33,1.7617,1.7807,1.6818,1.64,1.7847,1.6195,1.5291,1.3044,1.696
sub-2029,Meditation,35,1,22,35,39,20,48,78,22,35,39,35,3,37,1.6085,1.7231,1.5239,1.5389,1.7319,1.3815,1.4211,1.1849,1.5223
sub-2029,Meditation,35,1,16,28,18,17,55,39,16,28,18,23,2,28,1.6858,1.8096,1.6554,1.7977,1.7828,1.5713,1.6778,1.5643,1.7332
sub-2029,Meditation,35,1,21,35,31,17,54,67,21,35,31,32,7,38,1.8995,2.0176,1.8046,1.8169,1.985,1.6568,1.737,1.5403,1.8036
sub-2029,Meditation,35,1,18,35,27,19,53,71,18,35,27,34,1,33,1.5059,1.5317,1.4447,1.5149,1.4126,1.2792,1.3967,1.2641,1.45
sub-2029,Meditation,35,1,21,34,34,16,51,63,21,34,34,30,0,39,1.8117,1.7654,1.617,1.6603,1.8226,1.5056,1.5532,,1.6032
sub-2029,Meditation,35,1,20,35,51,13,47,46,20,35,51,24,8,27,1.8777,1.9794,1.801,2.0382,2.005,1.6896,1.8265,1.6145,1.8709
sub-2029,Meditation,35,1,22,30,50,20,42,77,22,30,50,36,4,20,1.95,1.8338,1.8543,1.883,1.9381,1.7732,1.9022,1.9478,1.7889
sub-2029,Meditation,35,1,21,26,68,15,24,86,21,26,68,40,7,14,2.1689,2.0256,2.0775,2.0525,2.1202,2.0496,2.01,1.9512,2.0169
sub-2029,Meditation,35,1,21,35,37,13,49,44,21,35,37,17,1,28,1.637,1.6633,1.4888,1.6904,1.6439,1.3621,1.5646,1.3917,1.6088
sub-2029,Meditation,35,1,21,39,32,14,50,56,21,39,32,20,6,29,1.8864,1.9905,1.7748,1.9628,1.9792,1.6883,1.7552,1.5578,1.8892
sub-2029,Meditation,35,1,17,37,41,17,50,88,17,37,41,34,6,31,1.4697,1.5762,1.3694,1.4901,1.5337,1.2277,1.2378,1.0897,1.3909
sub-2029,Meditation,35,1,21,37,44,18,46,78,21,37,44,26,2,29,1.5629,1.6998,1.4934,1.5122,1.6397,1.3656,1.3836,1.2986,1.5456
